,Word,Dominant Perceptual,Exclusivity Perceptual,Strength Perceptual
102,stuff_NN,Visual,0.23671497600000002,3.421052632
103,sort_NN,Visual,0.533898305,4.0625
104,complain_VB,Auditory,0.6124031010000001,3.95
105,fish_NN,Visual,0.284090909,4.470588235
106,night_NN,Visual,0.489655172,4.75
107,way_NN,Visual,0.41176470600000004,4.0
108,decay_VB,Visual,0.248780488,4.0625
109,clean_JJ,Visual,0.367346939,4.6875
110,fragrance_NN,Olfactory,0.796116505,4.823529412
111,hand_NN,Visual,0.41206030200000004,4.25
112,must_MD,Interoceptive,0.275862069,1.368421053
113,strange_JJ,Interoceptive,0.17412935300000001,2.789473684
114,sharp_JJ,Haptic,0.34262948200000004,4.476190476
115,gunpowder_NN,Visual,0.269230769,3.7058823530000002
116,ever_RB,Visual,0.26,1.0
117,wonderful_JJ,Interoceptive,0.111486486,3.789473684
118,come_VB,Visual,0.5187969920000001,2.464285714
119,work_NN,Visual,0.256684492,3.5625
120,make_VB,Visual,0.165938865,3.388888889
121,most_JJ,Visual,0.30172413800000003,3.071428571
122,ear_NN,Visual,0.330097087,3.833333333
123,indicate_VB,Visual,0.33870967700000004,2.611111111
124,room_NN,Visual,0.49685534600000003,3.95
125,will_MD,Visual,0.280898876,2.5714285709999998
126,candle_NN,Visual,0.4,4.647058824
127,really_RB,Auditory,0.23636363600000002,1.842105263
128,few_JJ,Visual,0.513513514,3.470588235
129,long_JJ,Visual,0.454545455,3.823529412
130,dog_NN,Visual,0.24113475199999998,4.5882352939999995
131,perhaps_RB,Auditory,0.28,1.333333333
132,yellow_JJ,Visual,0.757575758,4.5882352939999995
133,unusual_JJ,Visual,0.127868852,3.8
134,identify_VB,Visual,0.226277372,2.529411765
135,notice_VB,Visual,0.445595855,4.227272727
136,same_JJ,Visual,0.15899581599999998,3.333333333
137,cologne_NN,Olfactory,0.598214286,4.6
138,even_RB,Visual,0.588888889,2.9444444439999997
139,keep_VB,Visual,0.387096774,1.9
140,cat_NN,Visual,0.337121212,4.789473684
141,detect_VB,Visual,0.10725552099999999,3.842105263
142,could_MD,Interoceptive,0.288888889,1.6470588240000001
143,people_NN,Visual,0.21167883199999998,4.166666667
