,Count,NN/JJ/VB/RB/MD,Descriptors
Auditory,16,0.44/0.31/0.25/0.0/0.0,"agreeable_JJ,sound_VB,sound_NN,noisy_JJ,funny_JJ,nasal_JJ,hearing_NN,offensive_JJ,disturbance_NN,noise_NN,hear_VB,hell_NN,remind_VB,complain_VB,anything_NN,speech_NN"
Gustatory,41,0.73/0.2/0.07/0.0/0.0,"tasting_NN,fruity_NN,taste_VB,taste_NN,stale_JJ,sweet_JJ,cinnamon_NN,sour_JJ,curry_VB,garlic_NN,roasted_JJ,vanilla_NN,delicious_JJ,strawberry_NN,chocolate_NN,alcohol_NN,fresh_JJ,coffee_NN,cooking_NN,spice_NN,flavor_NN,salt_NN,soup_NN,cheese_NN,liquor_NN,beer_NN,bitter_JJ,apple_NN,bread_NN,orange_NN,meat_NN,chicken_NN,egg_NN,wine_NN,tea_NN,mild_JJ,milk_NN,fruit_NN,food_NN,eat_VB,vegetable_NN"
Haptic,29,0.45/0.45/0.1/0.0/0.0,"tactile_JJ,damp_JJ,touch_NN,touch_VB,breeze_NN,soap_NN,crisp_JJ,flesh_NN,sock_NN,rubber_NN,wet_JJ,texture_NN,feel_NN,air_NN,dry_VB,warm_JJ,hot_JJ,thick_JJ,sharp_JJ,skin_NN,heavy_JJ,cold_JJ,feel_VB,soft_JJ,finger_NN,cool_JJ,wind_NN,feeling_NN,dry_JJ"
Interoceptive,21,0.33/0.29/0.33/0.0/0.05,"intoxicate_VB,unpleasant_JJ,breath_NN,sensation_NN,sense_NN,wake_VB,strange_JJ,wake_NN,breathe_VB,terrible_JJ,sense_VB,consciousness_NN,wonderful_JJ,overwhelming_JJ,love_VB,spirit_NN,recall_VB,could_MD,sensitive_JJ,loss_NN,sleep_VB"
Olfactory,39,0.64/0.23/0.1/0.03/0.0,"acrid_JJ,musty_JJ,fishy_JJ,pungent_JJ,putrid_JJ,waft_VB,cologne_NN,burnt_JJ,stench_NN,odor_NN,aroma_NN,incense_NN,jasmine_NN,scent_NN,perfume_NN,ether_NN,smoky_JJ,fragrant_JJ,freshly_RB,ammonia_NN,fragrance_NN,smoke_NN,sniff_VB,sulfur_NN,baked_JJ,chlorine_NN,marijuana_NN,cook_VB,flower_NN,sewer_NN,cigar_NN,diesel_NN,gasoline_NN,manure_NN,cigarette_NN,gas_NN,smoke_VB,chemical_NN,fuel_NN"
Visual,146,0.53/0.23/0.18/0.06/0.0,"cognizable_JJ,rotten_JJ,gunpowder_NN,foul_JJ,rot_VB,nostril_NN,teen_NN,earthy_JJ,mildew_NN,rose_NN,faintly_RB,sight_NN,permeate_VB,entice_VB,emanate_VB,corps_NN,sweat_NN,faint_JJ,decay_VB,linger_VB,nose_NN,awful_JJ,pleasant_JJ,dirty_JJ,rat_NN,urine_NN,horrible_JJ,nasty_JJ,exhaust_NN,corpse_NN,keen_JJ,mold_NN,ripe_JJ,sensory_JJ,clothes_NN,hay_NN,garbage_NN,drift_VB,emit_VB,lovely_JJ,dirt_NN,burning_NN,leather_NN,burn_VB,tongue_NN,pine_VB,decay_NN,candle_NN,bathroom_NN,odd_JJ,hair_NN,bad_JJ,mud_NN,dust_NN,distinctive_JJ,grass_NN,clean_JJ,dog_NN,fish_NN,characteristic_JJ,strongly_RB,pot_NN,notice_VB,paint_NN,ear_NN,lobby_NN,rank_NN,laundry_NN,hydrogen_NN,kitchen_NN,detect_VB,discharge_VB,tobacco_NN,rain_NN,yellow_JJ,strong_JJ,mix_VB,brown_JJ,hang_VB,evil_JJ,slight_JJ,earth_NN,mouth_NN,wood_NN,oil_NN,apartment_NN,fill_VB,sea_NN,cat_NN,dress_VB,impression_NN,color_NN,distinguish_VB,everywhere_RB,distinct_JJ,horse_NN,plastic_NN,nice_JJ,shoe_NN,dark_JJ,attract_VB,slightly_RB,unusual_JJ,stuff_NN,truck_NN,fluid_NN,ocean_NN,close_RB,foot_NN,blood_NN,pretty_RB,room_NN,leaf_NN,definitely_RB,bag_NN,cheap_JJ,decrease_VB,human_NN,rich_JJ,familiar_JJ,green_JJ,appearance_NN,vision_NN,catch_VB,shop_NN,street_NN,hide_VB,miss_VB,approach_VB,something_NN,stop_VB,fire_NN,everything_NN,garden_NN,almost_RB,guy_NN,somewhat_RB,substance_NN,see_VB,bird_NN,beautiful_JJ,metal_NN,neighbor_NN,morning_NN,dead_JJ,death_NN"
