,OlfN,TotalN,Tokens,OAI,OSI
moment_NN,12,40511,"['moment_NN', 'moment_NNS']",-11.721063576719454,10.567797668054244
shoe_NN,9,9270,"['shoe_NNS', 'shoe_NN']",-10.00842862207058,10.982835167333088
baby_NN,11,30410,"['baby_NN', 'baby_NNS']",-11.432826577280863,10.693328550138101
idea_NN,9,106753,"['idea_NN', 'idea_NNS']",-13.533992086393498,10.982835167333088
image_NN,8,87839,"['image_NNS', 'image_NN']",-13.4225740096752,11.1527601687754
experience_NN,14,170157,"['experience_NN', 'experience_NNS']",-13.569152055181144,10.345405246717796
unique_JJ,14,43726,['unique_JJ'],-11.608848836002267,10.345405246717796
curry_VB,9,598,"['curry_VB', 'curry_VBP']",-6.054076672755793,10.982835167333088
depend_VB,9,49796,"['depend_VBD', 'depend_VBZ', 'depend_VBG', 'depend_VB']",-12.433817236626714,10.982835167333088
watch_VB,11,32052,"['watch_VBD', 'watch_VB', 'watch_VBN', 'watch_VBG']",-11.508695142718969,10.693328550138101
pot_NN,8,3982,['pot_NN'],-8.959277505720502,11.1527601687754
milk_NN,14,13994,['milk_NN'],-9.965165854257151,10.345405246717796
especially_RB,9,80509,['especially_RB'],-13.126937447416307,10.982835167333088
response_NN,8,85752,"['response_NN', 'response_NNS']",-13.387882699306427,11.1527601687754
building_NN,10,85712,"['building_NNS', 'building_NN']",-13.065281485832276,10.830832073888038
crisp_JJ,9,1540,['crisp_JJ'],-7.4187896341399515,10.982835167333088
far_RB,9,110120,['far_RB'],-13.578791988040612,10.982835167333088
experience_VB,14,31650,"['experience_VB', 'experience_VBP', 'experience_VBD', 'experience_VBZ', 'experience_VBG']",-11.142562957145461,10.345405246717796
right_JJ,12,52106,['right_JJ'],-12.084199387068116,10.567797668054244
smoke_VB,9,7256,"['smoke_VBP', 'smoke_VB', 'smoke_VBG', 'smoke_VBN', 'smoke_VBD']",-9.65503373908621,10.982835167333088
dry_JJ,11,18893,['dry_JJ'],-10.746132564887159,10.693328550138101
big_JJ,12,68750,"['big_JJ', 'big_JJR']",-12.484109592352953,10.567797668054244
diesel_NN,9,2347,"['diesel_NN', 'diesel_NNS']",-8.026677125080857,10.982835167333088
roasted_JJ,9,723,['roasted_JJ'],-6.327926835508806,10.982835167333088
sock_NN,8,1731,"['sock_NNS', 'sock_NN']",-7.757390009366639,11.1527601687754
