,Unnamed: 0,OlfN,TotalN,Tokens,OAI,OSI
1,pressured_JJ,116,270,['pressured_JJ'],-1.218834602,11.89426897
81,justified_JJ,108,3254,['justified_JJ'],-4.913111034,11.99736246
204,'m_VB,862,75959,"[""'m_VBP""]",-6.461389232999999,9.000705903
206,n't_RB,5371,485391,"[""n't_RB""]",-6.497812827000001,6.361274956
238,'ve_VB,993,106163,"[""'ve_VBP"", ""'ve_VB""]",-6.740271612000001,8.796600053999999
239,'d_MD,483,51923,"[""'d_MD""]",-6.748206742000001,9.836370582999999
241,'re_VB,1178,127149,"[""'re_VBP""]",-6.7540367660000005,8.550126138
249,ca_MD,442,49576,['ca_MD'],-6.809451694,9.964347402000001
259,others_NN,991,118588,['others_NNS'],-6.902857257000001,8.799508715
