,Unnamed: 0,OlfN,TotalN,Tokens,OAI,OSI
5,fetid_JJ,9,102,['fetid_JJ'],-3.502500341,10.98283517
11,odour_NN,19,373,"['odour_NN', 'odour_NNS']",-4.295104307,9.904832655
21,anhydrous_JJ,13,383,['anhydrous_JJ'],-4.880760864,10.45232045
29,quigley_NN,8,309,['quigley_NNP'],-5.271463028,11.15276017
55,sens_NN,47,3703,['sens_NNS'],-6.299889982000001,8.598171317
58,diminished_JJ,11,893,['diminished_JJ'],-6.343084746000001,10.69332855
83,re_NN,12,1765,['re_NN'],-7.200489967,10.56779767
264,french_JJ,16,22605,['french_JJ'],-10.4643543,10.15276017
