,Unnamed: 0,OlfN_x,TotalN_x,Tokens_x,OAI_x,OSI_x,OlfN_y,TotalN_y,Tokens_y,OAI_y,OSI_y
86,lady_NN,111,12842,"['lady_NNP', 'lady_NN', 'lady_NNS']",-6.854166417,12.39386389,205,12840,"['lady_NN', 'lady_NNS', 'lady_NNP']",-5.968877482999999,12.30454193
87,boy_NN,257,29978,"['boy_NNS', 'boy_NN', 'boy_NNPS', 'boy_NNP']",-6.865991967,11.1826552,431,29982,"['boy_NN', 'boy_NNS', 'boy_NNP', 'boy_NNPS']",-6.120264944,11.23247797
88,else_RB,322,37607,['else_RB'],-6.867796725,10.85736287,708,37607,['else_RB'],-5.731108053,10.51641648
89,kid_NN,318,37217,"['kid_NNS', 'kid_NN', 'kid_NNP', 'kid_NNPS']",-6.870791191,10.8753968,617,37217,"['kid_NNS', 'kid_NN', 'kid_NNPS', 'kid_NNP']",-5.914547467,10.71489535
90,happy_JJ,214,25051,"['happy_JJ', 'happy_JJR', 'happy_JJS']",-6.871113587999999,11.44681277,635,25051,"['happy_JJ', 'happy_JJR', 'happy_JJS']",-5.301967793,10.67340924
91,big_JJ,700,81996,"['big_JJ', 'big_JJR', 'big_JJS']",-6.8720548,9.73706864,1070,81997,"['big_JJ', 'big_JJS', 'big_JJR']",-6.259888426,9.920626945
92,moment_NN,345,40503,"['moment_NNS', 'moment_NN']",-6.875288597999999,10.7578272,475,40629,"['moment_NN', 'moment_NNS', 'moment_NNP']",-6.418438532000001,11.09223832
93,want_VB,1958,231392,"['want_VB', 'want_VBG', 'want_VBP', 'want_VBD', 'want_VBZ', 'want_VBN']",-6.884814411,8.253114702000001,5844,231443,"['want_VBP', 'want_VB', 'want_VBD', 'want_VBZ', 'want_VBN', 'want_VBG']",-5.3075569410000005,7.471281563
94,tourist_NN,84,10019,"['tourist_NN', 'tourist_NNS', 'tourist_NNP']",-6.898133477000001,12.79596233,172,9653,"['tourist_NNS', 'tourist_NN']",-5.810496908999999,12.55775727
95,flower_NN,144,17216,"['flower_NNS', 'flower_NN', 'flower_NNP']",-6.901537361,12.01835475,189,17216,"['flower_NNS', 'flower_NN', 'flower_NNP']",-6.509219937999999,12.4217796
96,graph_NN,81,9684,"['graph_NN', 'graph_NNS', 'graph_NNP']",-6.901537361,12.84842975,204,9656,"['graph_NNS', 'graph_NN', 'graph_NNP']",-5.564784619,12.31159668
97,young_JJ,822,99121,"['young_JJR', 'young_JJ', 'young_JJS']",-6.913908537999999,9.505285168,1155,99128,"['young_JJ', 'young_JJR', 'young_JJS']",-6.423327866,9.81034489
98,far_RB,1032,125603,"['far_RB', 'far_RBR']",-6.927284142,9.177052497,1570,125603,"['far_RB', 'far_RBR']",-6.321962554,9.367473182000001
99,trend_NN,253,31000,"['trend_NN', 'trend_NNS', 'trend_NNP', 'trend_NNPS']",-6.93698702,11.20528618,497,31000,"['trend_NNS', 'trend_NN', 'trend_NNP', 'trend_NNPS']",-5.9628785529999995,11.02691998
100,website_NN,342,41980,"['website_NN', 'website_NNP', 'website_NNS', 'website_NNPS']",-6.939562031,10.77042724,655,41920,"['website_NN', 'website_NNS', 'website_NNP']",-6.0,10.62867093
101,menu_NN,134,16550,"['menu_NN', 'menu_NNS', 'menu_NNP']",-6.948454406000001,12.12219056,200,16552,"['menu_NN', 'menu_NNP', 'menu_NNS']",-6.37086174,12.34016584
102,cloud_NN,94,11639,"['cloud_NNS', 'cloud_NN', 'cloud_NNP']",-6.952090638,12.6336909,249,11076,"['cloud_NN', 'cloud_NNS']",-5.4751474060000005,12.02402009
103,whole_JJ,427,52919,['whole_JJ'],-6.953405919,10.45018749,649,52919,['whole_JJ'],-6.349423511,10.64194736
104,shadow_NN,80,9971,"['shadow_NN', 'shadow_NNS', 'shadow_NNP']",-6.961594391,12.86635166,236,10015,"['shadow_NNS', 'shadow_NN', 'shadow_NNP', 'shadow_NNPS']",-5.407231751,12.10137898
105,next_JJ,965,120572,['next_JJ'],-6.965150257,9.27389462,1350,120572,['next_JJ'],-6.480791697000001,9.585278334
106,anything_NN,417,52768,['anything_NN'],-6.98347211,10.48437618,1621,52802,"['anything_NN', 'anything_NNP']",-5.02563658,9.32135365
107,exciting_JJ,108,13762,['exciting_JJ'],-6.993515026,12.43339225,224,13762,['exciting_JJ'],-5.941047606000001,12.1766671
108,car_NN,408,52270,"['car_NN', 'car_NNS', 'car_NNP']",-7.001270197,10.51585441,592,52469,"['car_NNS', 'car_NN', 'car_NNP', 'car_NNPS']",-6.469724307999999,10.77456866
109,black_JJ,361,46656,['black_JJ'],-7.0139199770000005,10.69242473,571,46656,['black_JJ'],-6.352428069,10.82667509
110,print_NN,177,23414,"['print_NNS', 'print_NN', 'print_NNP']",-7.047478252,11.7206742,302,23426,"['print_NN', 'print_NNS', 'print_NNP']",-6.277418275,11.74561729
111,color_NN,398,52656,"['color_NNS', 'color_NN', 'color_NNP']",-7.047685691,10.55165513,691,52746,"['color_NN', 'color_NNS', 'color_NNP']",-6.25423217,10.55148013
112,never_RB,888,117774,['never_RB'],-7.05124569,9.393863886,5669,117774,['never_RB'],-4.376783003,7.515143472
113,image_NN,663,88141,"['image_NN', 'image_NNS', 'image_NNP']",-7.054660584,9.815414692000001,1611,88138,"['image_NNS', 'image_NN', 'image_NNP', 'image_NNPS']",-5.773735761,9.330281247
114,people_NN,3462,461112,"['people_NNS', 'people_NNPS']",-7.057367676,7.430889743,6712,461707,"['people_NNS', 'people_NNPS', 'people_NNP']",-6.104091079,7.271495025
115,moon_NN,87,11655,"['moon_NN', 'moon_NNS', 'moon_NNP']",-7.065717887999999,12.74533626,181,11655,"['moon_NN', 'moon_NNS', 'moon_NNP']",-6.0088154970000005,12.48417614
116,opportunity_NN,1060,142879,"['opportunity_NNP', 'opportunity_NN', 'opportunity_NNS', 'opportunity_NNPS']",-7.074585813,9.138431203,1830,142883,"['opportunity_NN', 'opportunity_NNS', 'opportunity_NNP', 'opportunity_NNPS']",-6.286846818,9.146394093
117,baby_NN,237,32558,"['baby_NN', 'baby_NNP', 'baby_NNS']",-7.10198121,11.2995365,397,32560,"['baby_NN', 'baby_NNS', 'baby_NNP']",-6.357817882000001,11.35102683
118,enough_RB,376,52376,['enough_RB'],-7.122029412000001,10.6336909,609,52376,['enough_RB'],-6.426319846,10.73372361
119,sun_NN,189,26567,"['sun_NN', 'sun_NNP', 'sun_NNS']",-7.13510528,11.62603733,383,26567,"['sun_NN', 'sun_NNP', 'sun_NNS']",-6.116147122999999,11.40282144
120,red_JJ,174,24690,"['red_JJ', 'red_JJS', 'red_JJR']",-7.14869572,11.74533626,358,24690,"['red_JJ', 'red_JJS', 'red_JJR']",-6.107823439,11.50020625
121,still_RB,1190,168901,['still_RB'],-7.149072486000001,8.971533894,2004,168901,['still_RB'],-6.397151551,9.015355233
122,there_RB,699,99260,['there_RB'],-7.149776189,9.739131107,1643,99260,['there_RB'],-5.916808069,9.301905261
123,like_VB,494,71706,"['like_VB', 'like_VBP', 'like_VBD', 'like_VBZ', 'like_VBG', 'like_VBN']",-7.181438989,10.23991252,3955,71704,"['like_VB', 'like_VBP', 'like_VBZ', 'like_VBD', 'like_VBN', 'like_VBG']",-4.180304002,8.034560047000001
124,unusual_JJ,89,13034,['unusual_JJ'],-7.194258849,12.71254632,207,13034,['unusual_JJ'],-5.976505322,12.29053507
125,dead_JJ,143,20982,['dead_JJ'],-7.196993245,12.02840842,266,20982,['dead_JJ'],-6.301582146,11.92873959
126,one_NN,486,71379,"['one_NNS', 'one_NN']",-7.198399566,10.26346725,1304,71471,"['one_NN', 'one_NNS', 'one_NNPS']",-5.776342199,9.635293872
127,catalog_NN,80,11758,"['catalog_NN', 'catalog_NNS']",-7.199426967999999,12.86635166,186,11799,"['catalog_NN', 'catalog_NNS', 'catalog_NNP']",-5.987218161,12.44486321
128,movie_NN,218,32222,"['movie_NNS', 'movie_NN', 'movie_NNP', 'movie_NNPS']",-7.2075740989999995,11.42009543,1312,32226,"['movie_NN', 'movie_NNS', 'movie_NNP', 'movie_NNPS']",-4.618385502,9.626470021
